type,text
ham,i pocked
ham,congrats  that's great  i wanted tell tell score cos might make relax  but motivating thanks sharing
ham,i wud never mind u dont miss u dont need me   but u wil really hurt wen u need &amp; u dont tell me          take care:-)
ham,hey mr whats name bill brison book one language words
ham,okay  good  problem  thanx 
ham,for information  ikea spelled caps  that yelling  thought left you  sitting bed among mess came in  said going got home class  please try bullshit me  it makes want listen less 
ham,call u're done   
ham,g w r
ham,you best watch say cause i get drunk motherfucker
spam,kit strip - billed 150p  netcollex ltd  po box 1013 ig11 oja
spam,hmv bonus special 500 pounds genuine hmv vouchers won  just answer 4 easy questions  play now  send hmv 86688 more info:www 100percent-real com
spam,please call 08712402578 immediately urgent message waiting
spam,thesmszone com lets send free anonymous masked messages  im sending message there  do see potential abuse   
spam,well done  your 4* costa del sol holiday £5000 await collection  call 09050090044 now toclaim  sae  tcs  pobox334  stockport  sk38xh  cost£1 50/pm  max10mins
ham,hurt me    tease me    make cry    but end life die plz keep one rose grave say stupid i miss u   have a nice day bslvyl
ham,erm    woodland avenue somewhere  do get parish magazine  telephone number there 
ham,are ta jobs available  let know please cos really need start working
ham,aiyar hard 2 type  u later free tell call n scold n tell u 
ham,yup i'm free   
ham,good good  billy mates gone  just jogging  again  did enjoy concert 
ham,yo come carlos soon
ham,awww dat sweet  we think something he  have nice time tonight ill probably txt u later cos im lonely :( xxx 
ham,i guess useless calling u 4 something important 
ham,ha ha - popped loo hello-ed me  hello 
ham,he dint tell anything  he angry told abi 
spam,someone u know asked dating service 2 contact you  cant guess who  call 09058091854 now revealed  po box385 m6 6wu
ham,it happens r 2waxsto wat want  she come ill get medical insurance  and she'll able deliver basic care  i'm currently shopping right medical insurance her  so give til friday morning  thats i ll see major person guide right insurance 
ham,i keep ten rs shelf:) buy two egg 
ham,i well babe  swollen glands throat     what end  
ham,is ur changes 2 da report big  cos i've already made changes 2 da previous report 
ham,captain room:)
ham,i can't speak  bcaz mobile problem  i listen cann't listen voice  so calls later 
ham,hiya stu wot u up 2 im in so much truble at home at moment evone hates me even u  wot the hell av i done now  y wont u just tell me text bck please luv dan
ham,s   i take mokka players only:)
ham,are still playing gautham 
ham,hey mr i going sea view couple gays i mean games  give bell ya finish
ham,k  jason says he's gonna around i'll around &lt;#&gt;
ham,sorry   i able get you  see morning 
ham,aight well keep informed
ham,i number sir
ham,am searching good dual sim mobile pa 
ham,that seems unnecessarily hostile
ham,dude got haircut  now breezy
spam,congrats  2 mobile 3g videophones r yours  call 09061744553 now  videochat wid ur mates  play java games  dload polyh music  noline rentl  bx420  ip4  5we  150pm
ham,1apple/day=no doctor  1tulsi leaf/day=no cancer  1lemon/day=no fat  1cup milk/day=no bone problms 3 litres watr/day=no diseases snd ths 2 whom u care  :-)
ham,thought king hill thing there 
ham,nope i'll come online now  
ham,also tell him i said happy birthday
ham,y bishan lei    i tot ü say lavender 
ham,boo time u get out  u supposed take shopping today  :(
ham,now u sound like manky scouse boy steve like  i travelling da bus home wot u inmind 4 recreation dis eve 
ham,fyi i'm taking quick shower  epsilon like &lt;#&gt; min
ham,tuesday night r u 4 real
ham,yes appt again 
ham,just got outta class gonna go gym 
ham,i want sent &lt;#&gt; mesages today  thats y  sorry hurts
ham,ü write wat  
ham,ha  i say i read anything way u seemed  i like 2 judgemental    i save fridays pub 
ham,its valentine game      send dis msg ur friends    if 5 answers r someone really loves u    ques- colour suits best 
ham,hi:)did asked waheeda fathima leave 
ham,enjoy urself tmr   
ham,you still around  i could use half-8th
spam,u 447801259231 secret admirer looking 2 make contact u-find r*reveal thinks ur special-call 09058094597
ham,you give us back id proof &lt;#&gt; rs  we wont allow work  we come home within days
ham,ü bot notes oredi    cos juz rem got   
ham,yes  rent expensive way save 
ham,night ended another day  morning come special way  may smile like sunny rays leaves worries blue blue bay  gud mrng
ham,hows pain dear y r u smiling 
ham,fun fact: although would think armand would eventually build tolerance shit considering much smokes  gets fucked like 2 hits
spam,important information 4 orange user 0789xxxxxxx  today lucky day 2find log onto http://www urawinner com there's a fantastic surprise awaiting you 
ham,sorry  i can't help this 
ham,great  so send account number 
ham,hellogorgeous  hows u  my fone was on charge lst nitw wen u texd me  hopeu ad a nice wkend as im sure u did lookin 4ward 2 c-in u 2mrw luv jaz
spam,our dating service asked 2 contact u someone shy  call 09058091870 now revealed  pobox84  m26 3uz 150p
ham,ü send contents page   
ham,night sweet  sleep well  i've see the exorcism emily rose may never sleep again  hugs snogs 
ham,"don't think about ""what u have got"" think about ""how use it that you have got"" good ni8"
ham,i can't right second  gotta hit people first
ham,evry emotion dsn't hav words evry wish dsn't hav prayrs   if u smile d world wit u othrwise even drop tear dsn't lik 2 stay wit u so b happy   good morning  keep smiling:-)
ham,so you  what remember
ham,ujhhhhhhh computer shipped address sandiago parantella lane  wtf  poop 
ham,mm yes dear look hugging both  :-p
ham,i like dis sweater fr mango size already irritating 
ham,1 i number 2 gonna massive pain ass i'd rather get involved that's possible
ham,anytime lor   
spam,do want new video handset  750 time network mins  unlimited text  camcorder  reply call 08000930705 del sat am
ham,purity friendship two smiling reading forwarded message  its smiling seeing name  gud evng
spam,ur balance £600  next question: complete landmark  big  a  bob  b  barry c  ben    text a  b c 83738  good luck 
ham,me fine  absolutly fine
ham,k sure i consent forms :v
spam,ur tonexs subscription renewed charged £4 50  you choose 10 polys month  www clubzed co uk *billing msg*
spam,if don't  prize go another customer  t&c www t-c biz 18+ 150p/min polo ltd suite 373 london w1j 6hl please call back busy
ham,how much torch 9ja 
ham,doing nothing  u dinner w us 
ham,how you  just checking
ham,done internet connection v slow can‘t send it  will try later first thing tomo 
ham,mathews tait edwards anderson
ham,yeah sure thing mate haunt got stuff sorted im going sound anyway promoting hex  by way this  dont know number  joke
ham,no need lar go engin  cos sis arts today   
ham,thanks honey still heard anything i leave bit longer 2 crowd try later - great advice thanks hope cardiff still there 
spam,do want new nokia 3510i colour phone delivered tomorrow  with 200 free minutes mobile + 100 free text + free camcorder reply call 8000930705
ham,  im    on snowboarding trip  i wondering planning get everyone together befor go  a meet greet kind affair  cheers 
ham,s i'm watching live  
ham,see then  we're christmassy here 
ham,k i'm ready  &lt;#&gt;  
ham,do know god created gap fingers    so that  one made comes &amp; fills gaps holding hand love   
ham,the greatest test courage earth bear defeat without losing heart    gn tc
ham,new years plans 
spam,recpt 1/3  you ordered ringtone  your order processed   
ham,baaaaaaaabe  wake   i miss   i crave you  i need you 
ham,only got message  ignoring you  yes  was  shopping
ham,dear :-/ mood off  i cant drive brother drive
ham,when dad get back 
ham,can tell shola please go college medicine visit academic department  tell academic secretary current situation ask transfer there  she ask someone check sagamu thing lautech  its vital completes medical education nigeria  its less expensive much less expensive  unless getting citizen rates new zealand 
ham,yes finished watching days lives  i love it 
ham,juz go google n search 4 qet   
ham,many times lose best ones bcoz
ham,good friends care other   close friends understand other    true friends stay forever beyond words  beyond time  gud ni8
ham,just getting back home
ham,sorry  i'll call later &lt;#&gt; mins
ham,dun need use dial juz open da browser n surf   
spam,as one registered subscribers u enter draw 4 100 g b  gift voucher replying enter  to unsubscribe text stop
ham,awesome  plan get time like &lt;#&gt;   i'll text details wee bit
ham,take care sleep well you need learn change life you need get convinced that i wait conversations us get convinced time your family many senses respect overemphasise or u role life 
spam,"for chance win free bluetooth headset simply reply back ""adp"""
ham,you also didnt get na hi hi hi hi hi
ham,ya cant display internal subs gotta extract
ham,if said anything wrong sorry de:-)
ham,sad story man - last week b'day  my wife did'nt wish me  my parents forgot n kids   i went work  even colleagues wish 
ham,how stupid say challenge god you dont think write instead respond immed 
ham,yeah i able to  i'll text i'm ready meet
ham,v skint fancied bevies waz gona go meet &othrs spoon jst bin watchng planet earth&sofa v comfey; if dont make hav gd night
ham,says he's quitting least5times day wudn't take much notice that  nah  mind  are gonna see again  do want come taunton tonight  u tell  
ham,when get free  call
ham,how little darlings far week  need coffee run tomo can't believe time week already …
ham,ok msg u b4 leave house 
ham,still west coast    haiz    ü'll take forever come back   
ham,mmm     fuck      merry christmas
ham,alright  thanks advice  enjoy night out  i'ma try get sleep   
ham,update face book status frequently :)
ham,just saw message it k da:)
ham,was something u ate 
ham,so bank say money 
ham,aiyar dun disturb u liao    thk u lots 2 aft ur cupboard come   
ham,hey r watching movie tonight i'll prob b home early   
ham,yar lor    how u noe  u used dat route too 
ham,2mro coming gym machan  goodnight 
ham,dont think need yellow card uk travel  ask someone gone before  if &lt;#&gt; bucks
ham,can u look 4 da lib got stuff havent finish yet 
ham,sounds great  im going sleep now  have good night 
spam,don't b floppy    b snappy & happy  only gay chat service photo upload call 08718730666 (10p/min)  2 stop texts call 08712460324
ham,house-maid murderer  coz man murdered &lt;#&gt; th january   as public holiday govt instituitions closed including post office  understand 
ham,how come u got nothing do 
ham,nothing ever easy  but looking reason take risk life love
ham,want grasp pretty booty :)
ham,i've got tea  sure flavour
ham,i'm going 2 orchard laready reaching soon  u reaching 
ham,dear denying words please
ham,you know old dom i told yesterday   his name roger  he got touch last night wants meet today 2 pm
ham,come back to tampa ffffuuuuuuu
ham,2 celebrate b'day  else 
ham,merry christmas u annie 
ham,please tell special stock talking
ham,i sent them  do like 
spam,urgent ur awarded complimentary trip eurodisinc trav  aco&entry41 or £1000  to claim txt dis 87121 18+6*£1 50(morefrmmob  shracomorsglsuplt)10  ls1 3aj
ham,awesome  minute
ham,"and problem  you walk around ""julianaland"" oblivious going around you  i say things constantly go one ear go whatever want do  it's know i'm upset--it's listen tell what going upset me  then want surprised i'm mad "
ham,i've told everything stop  just dont let get dehydrated 
ham,or i guess &lt;#&gt; min
ham,i'm home  ard wat time u reach 
ham,"storming msg: wen u lift phne  u say ""hello"" do u knw wt real meaning hello         it's name girl          yes   and u knw dat girl   ""margaret hello"" she girlfrnd f grahmbell invnted telphone            moral:one 4get name person  bt girlfrnd    g n g h      @"
ham,"if want mapquest something look ""usf dogwood drive""  that's tiny street parking lot"
ham,aight i plan come later tonight 
ham,die    i accidentally deleted e msg suppose 2 put e sim archive  haiz    i sad   
spam,"welcome uk-mobile-date msg free giving free calling 08719839835  future mgs billed 150p daily  to cancel send ""go stop"" 89123"
ham,this wishing great day  moji told offer always speechless  you offer easily go great lengths behalf stunning  my exam next friday  after keep touch more  sorry 
ham,thanks reply today  when ur visa coming in  and r u still buying gucci bags  my sister things easy  uncle john also bills really need think make money  later sha 
ham,sorry i flaked last night  shit's seriously goin roommate  tonight 
ham,he said look pretty wif long hair wat  but thk he's cutting quite short 4 leh 
ham,ranjith cal drpd deeraj deepak 5min hold
ham,"""cheers for callin babe sozi culdnt talkbut i wannatell u details later wenwecan chat properly x"""
ham,hey u still gym 
ham,she said '' u mind i go bedroom minute   '' ''ok''  i sed sexy mood  she came 5 minuts latr wid cake   n my wife 
ham,much better thanks lol
ham,nothing  smsing u n xy lor  sorry lor da guys neva c u person sort know u lor  so u wan 2 meet xy ask 2 bring u along 4 next meeting 
ham,lemme know i swing pick up  i'm free basically time 1 semester
ham,wa    u efficient    gee    thanx   
spam,3  you received mobile content  enjoy
ham,s able sleep 
spam,want explicit sex 30 secs  ring 02073162414 now  costs 20p/min
ham,we meet soon princess  ttyl 
ham,i'll pick 5 15pm go taunton still want come 
ham,oh :-)only 4 outside players allowed play know
ham,i anything lor 
ham,erutupalam thandiyachu
ham,y cant u try new invention fly  i'm joking  
ham,no  its ful song lyrics  
ham,what u reckon need 2 arrange transport u can't it  thanks
ham,true lov n care wil nevr go unrecognized  though somone often makes mistakes valuing it  definitly undrstnd start missing it 
ham,shopping  eh ger toking abt syd leh   haha
ham,what standing 
ham,* good weekend 
ham,miss call miss call khelate kintu opponenter miss call dhorte lage  thats rule  one great phone receiving quality wins 
ham,call get chance plz &lt;3
ham,the new deus ex game comin early next yr
ham,my computer fried essential part keep spares fucking idiot roommates looovvve leaving thing running full &lt;#&gt; /7
ham,my friend  studying warwick  we've planned go shopping concert tmw  may canceled  havn't seen ages  yeah get together sometime 
ham,probably couple hours tops
ham,lol    *grins*    i'm babe  thanks thinking me 
ham,man bus slow  i think gonna get
ham,hope text meets smiling  if let text give reason smile  have beautiful day 
ham,in case wake wondering i am  i forgot i take care something grandma today  done parade
ham,ok
spam,latest nokia mobile ipod mp3 player +£400 proze guaranteed  reply with: win 83355 now  norcorp ltd £1 50/mtmsgrcvd18+
spam,sms services  inclusive text credits  pls goto www comuk net login= 3qxj9 unsubscribe stop  extra charge  help 08702840625 comuk  220-cm2 9ae
ham,nvm take ur time 
ham,so wat's da decision 
ham,wot u 2 bitch 
ham,stupid its possible
ham,she told hr want posting chennai:)because i'm working here:)
spam,mobile club: choose top quality items mobile  7cfca1a
ham,when guys leaving 
ham,he neva grumble sad lor    hee    buy tmr lor aft lunch  but still meetin 4 lunch tmr not  neva hear fr lei  ü got lot work ar 
ham,not able anything 
ham,ü takin linear algebra today 
ham,this weekend fine (an excuse much decorating)
ham,sorry i missed babe  i late slept in  i hope enjoy driving lesson  boytoy  i miss     *teasing kiss*
ham,now project pa  after come 
spam,money wining number 946 wot next
ham,sure  whenever show fuck &gt;:(
ham,that random saw old roomate campus  he graduated
spam,congrats  2 mobile 3g videophones r yours  call 09061744553 now  videochat wid ur mates  play java games  dload polyh music  noline rentl  bx420  ip4  5we  150pm
ham,men always needs beautiful  intelligent  caring  loving  adjustable  cooperative wife  but law allows one wife    
ham,that sucks  so got planned yo valentine  i yo valentine i 
ham,just got part nottingham - 3 hrs 63miles  good thing love man much  40mph  hey ho
ham,what think one saying clearly  ok leave need ask her  i go come
ham,hi good mornin   thanku wish u same  
ham,do u want 2 meet up 2morro
ham,actually i decided i hungry i left yet :v
ham,i've sent ü part  
ham,cos shopping wif darren jus n called 2 ask wat present wan lor  then started guessing wif n finally guessed darren lor 
spam,i want cock  my hubby's away  i need real man 2 satisfy me  txt wife 89938 strings action  (txt stop 2 end  txt rec £1 50ea  otbox 731 la1 7ws  )
ham,understand  loss gain :) work  school 
ham,how are u  i have missed u  i havent been up 2 much a bit bored with the holiday want 2 go bak 2 college  sad isnt it xx
ham,hiya  probably coming home * weekend next
ham,don't forget though i love      and i walk beside you  watching keeping heart warm 
ham,i wish things different  i wonder able show much value you  pls continue brisk walks drugs without askin please find things laugh about  i love dearly 
ham,ok days  so making dinner tonite  am i invited 
spam,gr8 new service - live sex video chat mob - see sexiest dirtiest girls live ur phone - 4 details text horny 89070 cancel send stop 89070
ham,i money 4 steve mate   
ham,im late tellmiss im on my way
ham,never blame day ur life  good days give u happiness  bad days give u experience  both essential life  all gods blessings  good morning :
ham,normally use drink water daily:)
ham,dare ask    any luck sorting car 
ham,party's place usf  charge (but contribute way greatly appreciated) yeah  got room one
ham,urgh  coach hot  smells chip fat  thanks again  especially duvet (not predictive text word) 
ham,hiya  how last night  i've naughty bought clothes little     ready shopping tho  what kind time wanna meet 
spam,freemsg hi baby wow got new cam moby  wanna c hot pic  fancy chat im w8in 4utxt / rply chat 82242 hlp 08712317606 msg150p 2rcv
ham,i've trying reach without success
ham,derek done class 
ham,never lei    i v lazy    got wat  dat day ü send da url cant work one   
ham,never try alone take weight tear comes ur heart falls ur eyes    always remember stupid friend share    bslvyl
ham,hey mate  spoke mag people  we‘re on  deliver end month  deliver 24th sept  talk later 
ham,hope good week  just checking
ham,haha  friend tyler literally asked could get dubsack
ham,"""hey  u fancy meetin 4 cha  hav lil beverage me  txt ring meet l8r  quite tired got 3 v pist ;) love pete x x x"""
ham,great  have safe trip  dont panic surrender all 
ham,"""symptoms"" u love: ""1 u like listening songs 2 u get stopped u see name beloved 3 u get angry"
ham,sun ah    thk mayb dun anythin on    thk book e lesson    e pilates orchard mrt u noe hor   
ham,try something dear  you read something exams
ham,"7 wonders my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ""ur lovely friendship""    good morning dear"
ham,gettin rdy ship comp
ham,i hospital da    i return home evening
ham,piss is talking is someone that realise u that point this at is it (now read it backwards)
ham,think + da  you wil do 
ham,i'm awake oh  what's up 
ham,good afternoon boytoy  how goes walking day   did get police abstract  are still about  i wake miss babe
ham,how much u trying get 
ham,come around &lt;decimal&gt; pm vikky  i'm otside nw  il come tht time
ham,tell address
ham,honeybee said: *i'm sweetest world* god laughed &amp; said: *wait u havnt met person reading this msg* moral: even god can crack jokes  gm+gn+ge+gn:)
ham,should buy blackberry bold 2 torch  should buy new used  let know  plus saying buy &lt;#&gt; g wifi ipad  and saying &lt;#&gt; g 
ham,but together thinkin
ham,hiya hows going sunny africa  hope u r avin good time  give big old silver back big kiss me 
ham,at what time come tomorrow
spam,wanna laugh  try chit-chat mobile now  logon txting word: chat send no: 8883 cm po box 4217 london w1a 6zf 16+ 118p/msg rcvd
ham,"""cha quiteamuzing that'scool babe probpop in & cu satthen hunny 4brekkie  love jen xxx  psxtra lrg portions 4 me please """
ham,omg u know i ate 
spam,"""urgent  this 2nd attempt contact u u won £1000call 09071512432 b4 300603t&csbcm4235wc1n3xx callcost150ppmmobilesvary  max£7  50"""
ham,:( here    
ham,not directly behind    abt 4 rows behind ü   
spam,congratulations ur awarded 500 cd vouchers 125gift guaranteed & free entry 2 100 wkly draw txt music 87066
spam,had contract mobile 11 mnths  latest motorola  nokia etc  free  double mins & text orange tariffs  text yes callback  remove records
spam,urgent  call 09066350750 landline  your complimentary 4* ibiza holiday 10 000 cash await collection sae t&cs po box 434 sk3 8wp 150 ppm 18+
ham,no plans yet  what  
ham,hi     my engagement fixd &lt;#&gt; th next month  i know really shocking bt    hmm njan vilikkam    t ws al sudn;-( 
ham,not course  only maths one day one chapter one month finish 
ham,wow think common  i take back ur freak  unless u chop off:-)
spam,for ur chance win £250 wkly shopping spree txt: shop 80878  t's&c's www txt-2-shop com custcare 08715705022  1x150p/wk
ham,noooooooo please  last thing i need stress  for life fair 
spam,u secret admirer looking 2 make contact u-find r*reveal thinks ur special-call 09065171142-stopsms-08718727870150ppm
spam,mila  age23  blonde  new uk  i look sex uk guys  u like fun me  text mtalk 69866 18   30pp/txt 1st 5free  £1 50 increments  help08718728876
ham,i'll see i swing bit  got things take care firsg
ham,i wanted wish happy new year i wanted talk legal advice gary i split person  i'll make trip ptbo that  i hope everything good babe i love ya :)
ham,have finished work yet something 
ham,tomorrow going theatre      so come wherever u call me      tell come tomorrow
spam,well done england  get official poly ringtone colour flag yer mobile  text tone flag 84199 now  opt-out txt eng stop  box39822 w111wx £1 50
ham,right wasnt phoned someone number like yours 
ham,it's ok wun b angry  msg u aft come home tonight 
ham,i good time too  its nice something bit different weekends change  see ya soon
ham,yo sorry shower sup
ham,carlos i pick him  i'll swing usf little bit
ham,full heat pa:-) applyed oil pa 
ham,i'm stuck da middle da row da right hand side da lt   
ham,have laid airtel line rest 
ham,hi u decide wot 2 get 4 bday ill prob jus get voucher frm virgin sumfing
spam,freemsg: txt: call no: 86888 & claim reward 3 hours talk time use phone now  subscribe6gbp/mnth inc 3hrs 16 stop txtstop
ham,"""hey j  r u feeling better  hopeso hunny  amnow feelin ill & ithink may tonsolitusaswell  damn iam layin bedreal bored  lotsof luv xxxx"""
ham,and i plan staying night i prolly back til late
ham,thanx 4 puttin da fone down on me  
ham,i need 8th i'm campus atm  could i pick hour two 
ham,oh    haha    den shld went today too    gee  nvm la    kaiez  dun mind goin jazz oso    scared hiphop open cant catch up   
ham,been running managed 5 minutes needed oxygen  might resort roller option 
ham,we live next &lt;#&gt; mins
ham,y de asking like this 
ham,just glad talking you 
ham,wat time ü finish 
ham,sorry da  i gone mad many pending works do 
ham,how much got cleaning
ham,hows favourite person today  r u workin hard  sleep last nite nearly rang u 4 30
spam,sunshine quiz  win super sony dvd recorder canname capital australia  text mquiz 82277  b
ham,ü called dad oredi   
ham,good  think could send pix  i would love see top bottom   
ham,nvm    i'm going wear sport shoes anyway    i'm going late leh 
ham,sorry  i'll call later in meeting 
ham,this is a long fuckin showr
ham,received  understood n acted upon 
ham,they finally came fix ceiling 
ham,"u need presnts always bcz u cant mis love  ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'that mns prabha is'love' got it  dont mis me    "
ham,jus finish blowing hair  u finish dinner already 
ham,i'm bus  love
ham,lol     i knew      i saw dollar store
spam,please call customer service representative 0800 169 6031 10am-9pm won guaranteed £1000 cash £5000 prize 
spam,todays voda numbers ending 7634 selected receive £350 reward  if match please call 08712300220 quoting claim code 7684 standard rates apply 
ham,only saturday sunday holiday difficult:)
ham,everybody fun evening  miss you 
ham,got hella gas money  want go grand nature adventure galileo little bit 
ham,i'm meeting  call later
ham,oh wow thats gay  will firmware update help
ham,these do  have move morphine
ham,how come din c ü    yup cut hair   
ham,k k pa had lunch aha 
ham,oh ho  is first time u use type words
ham,captain vijaykanth comedy captain tv  he drunken :)
ham,of course  i guess god's got hold right now 
ham,do hide anythiing keeping distance
ham,havent 
spam,you ripped off  get mobile content www clubmoby com call 08717509990 poly/true/pix/ringtones/games six downloads 3
ham,sorry din lock keypad 
ham,did u got persons story
ham,are planning come chennai 
spam,we tried contact reply offer video phone 750 anytime network mins half price line rental camcorder reply call 08000930705
ham,god created gap btwn ur fingers dat sum1 vry special fill gaps holding ur hands   now plz dont ask created much gap legs    
ham,we okay  going sleep now  later
ham,please protect e-threats  sib never asks sensitive information like passwords atm/sms pin thru email  never share password anybody 
ham,"finally happened    aftr decades    beer cheaper petrol  the goverment expects us ""drink""      but ""drive """
spam,a £400 xmas reward is waiting for you  our computer randomly picked loyal mobile customers receive £400 reward  just call 09066380611
ham,where r e meeting tmr 
ham,lol yes  but add spice day 
ham,hope great day 
ham,our prasanth ettans mother passed away last night  just pray family 
ham,k  i'll work something
spam,private  your 2003 account statement shows 800 un-redeemed s  i  m  points  call 08718738002 identifier code: 48922 expires 21/11/04
ham,this message great doctor india:-): 1) do drink appy fizz  it contains cancer causing age
ham,i cant pick phone right now  pls send message
ham,you call tell infront them  call now 
ham,ok prob   
ham,ladies first genus second k  
ham,no  yes please  been swimming 
ham,mum going robinson already 
ham,ok set let u noe e details later   
ham,not  tel software name  
ham,i send print outs da 
ham,im realy soz imat my mums 2nite what about 2moro
ham,"when i born  god said  ""oh no  another idiot""  when born  god said  ""oh no  competition""  who knew  one day two become freinds forever "
ham,i didnt get ur full msg  sometext missing  send
ham,probably not  i'm almost gas i get cash tomorrow
spam,customer service announcement  we recently tried make delivery unable so  please call 07099833605 re-schedule  ref:9280114
ham,i forgot 2 ask ü smth   there's card da present lei    how  ü want 2 write smth sign it 
ham,i'm leaving house now 
spam,hi babe chloe  r u  i smashed saturday night  great  how weekend  u missing me  sp visionsms com text stop stop 150p/text
ham,ü ready call me   
ham,wewa 130  iriver 255  all 128 mb 
ham,it good thing i'm getting connection bw
ham,sry da  jst nw came home  
ham,that's cool he'll night  lemme know around
ham,are staying town  
ham,haha yeah  2 oz kind shitload
ham,ok u take shopping u get paid =d
ham,my life means lot me  not i love life  but i love people life  the world calls friends  i call world:-)   ge:-)  
ham,alright we'll bring you  see like &lt;#&gt; mins
ham,but pls dont play others life 
ham,eatin lunch   
ham,hmmm but give one day  
ham,didn't try  g i decided head
ham,ok prob
ham,surly ill give you:-) coming review 
ham,by march ending  ready  but call sure  the problem capital never complete  how far you  how's work ladies
ham,tessy  pls favor  pls convey birthday wishes nimya  pls dnt forget it  today birthday shijas
ham,pls give food preferably pap slowly loads sugar  you take hour give it  and water  very slowly 
spam,urgent  your mobile no 07808726822 awarded £2 000 bonus caller prize 02/09/03  this 2nd attempt contact you  call 0871-872-9758 box95qu
ham,a guy gets used dumb realize it 
ham,okey dokey  i‘ll bit sorting stuff out 
ham,don da:)whats plan 
ham,yes fine
spam,win: we winner  mr  t  foley ipod  more exciting prizes soon  keep eye ur mobile visit www win-82050 co uk
ham,i liked new mobile
ham,anytime   
ham,mmmmmmm *snuggles you*    *deep contented sigh*     *whispers*     i fucking love much i barely stand    
ham,yar say got error 
ham,hey anyway :-)
ham,wow healthy  old airport rd lor  cant thk anything else  but i'll b bathing dog later 
ham,wif family booking tour package 
ham,did say bold  torch later  or one torch 2bold 
ham,haha awesome  i might need take that  doin tonight 
ham,ya knw u vl giv  its ok thanks kano  anyway enjoy wit ur family wit 1st salary  :-);-)
ham,huh slow tot u reach long ago liao    u 2 days 4 leh   
ham,thats cool princess  i cover face hot sticky cum :)
ham,big brother‘s really scraped barrel shower social misfits
ham,oops thk dun haf enuff    i go check tell ü  
ham,s:)8 min go lunch:)
ham,hey  what happened  u switch ur cell whole day  this isnt good  now u care  give call tomorrow 
ham,k do  addie &amp; i art i'll get home
ham,my uncles atlanta  wish guys great semester 
ham,aiyo    her lesson early    i'm still sleepin  haha    okie  u go home liao den confirm w lor   
ham,forgot tell ü smth   can ü like number sections clearer  
ham,yup  anything lor  u dun wan ok   
ham,i'm home  love     if still awake     *loving kiss*
ham,hello peach  my cake tasts lush 
spam,free game  get rayman golf 4 free o2 games arcade  1st get ur games settings  reply post  save & activ8  press 0 key arcade  termsapply
ham,there'll minor shindig place later tonight  interested 
ham,jason says cool pick place like hour
spam,had mobile 10 mths  update latest camera/video phones free  keep ur same number  get extra free mins/texts  text yes call
ham,i (career tel) added u contact indyarocks com send free sms  to remove phonebook - sms no &lt;#&gt;
ham,i've reached already 
ham,i dont know ask brother  nothing problem thing that  just told  
ham,k:)eng rocking ashes:)
ham,wat time r ü going xin's hostel 
ham,good morning dear shijutta            have great &amp; successful day 
spam,buy space invaders 4 chance 2 win orig arcade game console  press 0 games arcade (std wap charge) see o2 co uk/games 4 terms + settings  no purchase
ham,oh k:)after placement ah 
ham,not possession  especially first offense
ham,nt driving even many reasons called bbd  thts chikku  hw abt dvg cold  heard tht vinobanagar violence hw condition  and hw ru   any problem 
ham,i bought test yesterday  its something lets know exact day u ovulate when get 2u 2 3wks  but pls pls dont fret  i know u r worried  pls relax  also anything ur past history u need tell me 
ham,we pizza u want
ham,"i keep seeing weird shit bein ""woah"" realising actually reasonable i'm ""oh"""
ham,many happy returns day  i wish happy birthday 
ham,ya nice     be ready thursday
ham,i hospital da    i return home evening
ham,"""thinking u ;) x"""
spam,camera - you awarded sipix digital camera  call 09061221066 fromm landline  delivery within 28 days 
ham,orh tot u say still dun believe 
ham,when put + sign  choose number pin show  right 
ham,the beauty life next second   hides thousands secrets  i wish every second wonderful ur life      gud n8
ham,thanx u darlin im cool thanx  a bday drinks 2 nite  2morrow off  take care c u soon xxx
ham,if still up  maybe leave credit card i get gas i get back like told
spam,your weekly cool-mob tones ready download  this weeks new tones include: 1) crazy frog-axel f>>> 2) akon-lonely>>> 3) black eyed-dont p >>>more info n
ham,well boy i glad g wasted night applebees nothing
spam,cashbin co uk (get lots cash weekend ) www cashbin co uk dear welcome weekend we got biggest best ever cash give away   these  
ham,ok lor    or u wan go look 4 u 
ham,u wan 2 haf lunch i'm da canteen now 
ham,don't make life stressfull   always find time laugh   it may add years life  but surely adds life ur years   gud ni8  swt dreams  
ham,hey  looks like i wrong one kappa guys numbers still phone  want i text see he's around
spam,urgent  your mobile number awarded £2000 prize guaranteed  call 09061790121 land line  claim 3030  valid 12hrs 150ppm
spam,thanks 4 continued support your question week enter u in2 draw 4 £100 cash  name new us president  txt ans 80082
ham,i'm home  doc gave pain meds says everything fine 
ham,it's é $140 ard   é rest ard $180 least   which é price 4 é 2 bedrm ($900)
ham,me too  have lovely night xxx
ham,prepare pleasured :)
ham,hi :)technical support providing assistance us customer call email:)
ham,text way cup stop work  and bus
ham,whens radio show 
spam,your unique user id 1172  for removal send stop 87239 customer services 08708034412
ham,i'm sure still available though
ham,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memories  feeling  
ham,cheers lou  yeah was a goodnite shame u neva came  c ya gailxx
ham,hi  i got money da:)
ham,hi  mobile no  &lt;#&gt; added contact list www fullonsms com it great place send free sms people for visit fullonsms com
